"","name","count"
"151","lives begin end day become",2
"152","matter martin luther king jr",2
"153","our lives begin end day",2
"154","silent things matter martin luther",2
"155","things matter martin luther king",2
"156","today someday will retweet neversaynever",2
"157","i feel like i just",3
"158","late s early s i",2
"159","finding life creating george bernard",2
"160","isnt finding life creating george",2
"161","life creating george bernard shaw",2
"162","life isnt finding life creating",3
"163","know i feel like i",2
"164","great time thanks using showclix",2
"165","confidently direction dreams live life",2
"166","go confidently direction dreams live",2
"167","putting ipod shuffle skipping songs",2
"168","san onofre nuclear power plant",2
"169","get real rewards just watching",5
"170","real rewards just watching tv",5
"171","comments follow mytservicecom improving taxi",2
"172","follow mytservicecom improving taxi quality",2
"173","items comments follow mytservicecom improving",2
"174","lost items comments follow mytservicecom",2
"175","possible lost items comments follow",2
"176","yes possible lost items comments",2
"177","excited for new jonas album",2
"178","i love you so much",3
"179","control what need idiot control",2
"180","enough gun control what need",2
"181","gun control what need idiot",2
"182","we enough gun control what",2
"183","traffic tweet brought tacobell accident",2
"184","its available customer area now",2
"185","like nicki yellow like madonna",2
"186","happy mothers day beautiful mommy",2
"187","door closes another door opens",2
"188","one door closes another door",2
"189","when one door closes another",2
"190","carried haters spread fools accepted",2
"191","haters spread fools accepted idiots",2
"192","rumors carried haters spread fools",2
"193","mind dont matter matter dont",2
"194","never thought id say i",2
"195","i feel like i need",5
"196","so i know its real",3
"197","great weekend teflers see next",2
"198","have great weekend teflers see",2
"199","nws issued severe thunderstorm warning",3
"200","follow me would mean so",2
"201","me would mean so much",2
"202","please follow me would mean",2
"203","afraid give good go great",2
"204","dont afraid give good go",2
"205","give good go great john",2
"206","go great john d rockefeller",2
"207","good go great john d",2
"208","no one will ever tell",2
"209","one big room full bad",2
"210","you may delay time will",2
"211","i dont know i feel",3
"212","dont hate im just necessarily",2
"213","hate im just necessarily excited",2
"214","get noticed knoe will happen",3
"215","impossible get noticed knoe will",3
"216","knoe will happen someday neversaynever",3
"217","noticed knoe will happen someday",3
"218","thanks rt have great week",2
"219","buy one get one free",3
"220","i never thought id see",2
"221","max the body hollywood body",4
"222","the body hollywood body club",4
"223","trainer max the body hollywood",4
"224","lie someone trusts never trust",2
"225","never lie someone trusts never",2
"226","someone trusts never trust someone",2
"227","trusts never trust someone lies",2
"228","following twitter dont forget follow",2
"229","thanks following twitter dont forget",2
"230","twitter dont forget follow google",2
"231","i dont think i like",2
"232","get see weekend first competition",2
"233","i get see weekend first",2
"234","rt“ i get see weekend",2
"235","i can whatever i want",2
"236","call number please friends birthday",2
"237","number please friends birthday she",2
"238","please call number please friends",2
"239","please friends birthday she happy",2
"240","i know i feel like",2
"241","much cant wait see th",2
"242","all i do is win",2
"243","can you follow me back",2
"244","follow promise will follow back",2
"245","did receive we love feedback",2
"246","message release pluto twintapes did",2
"247","pluto twintapes did receive we",2
"248","release pluto twintapes did receive",2
"249","sent message release pluto twintapes",2
"250","twintapes did receive we love",2
"251","we sent message release pluto",2
"252","viggle get real rewards just",2
"253","dr martin luther king jr",2
"254","happy new year east coast",2
"255","any fool can criticize condemn",2
"256","can criticize condemn complain fools",2
"257","condemn complain fools benjamin franklin",2
"258","criticize condemn complain fools benjamin",2
"259","fool can criticize condemn complain",2
"260","blazer fans nba fan check",2
"261","blog soon knicks bulls thunder",2
"262","bulls thunder blazer fans nba",2
"263","fans nba fan check rt",2
"264","games tnt video blog soon",2
"265","got picks tonights games tnt",2
"266","i got picks tonights games",2
"267","knicks bulls thunder blazer fans",2
"268","picks tonights games tnt video",2
"269","soon knicks bulls thunder blazer",2
"270","thunder blazer fans nba fan",2
"271","tnt video blog soon knicks",2
"272","tonights games tnt video blog",2
"273","video blog soon knicks bulls",2
"274","along lotus dance team abqs",2
"275","dance music along lotus dance",2
"276","dance team abqs best danceclub",2
"277","djs jroc justin george play",2
"278","hip hop edm dance music",2
"279","hop edm dance music along",2
"280","lotus dance team abqs best",3
"281","music along lotus dance team",2
"282","tonight djs jroc justin george",2
"283","ny red cross auto update",3
"284","elite trainer max the body",3
"285","how i met your mother",2
"286","can ruin present worrying future",2
"287","change past can ruin present",2
"288","past can ruin present worrying",2
"289","merry christmas happy new year",3
"290","fool shame fool twice shame",3
"291","i just finished mi run",3
"292","have bless productive day everyone",3
"293","can interview wednesday wallingford ct",2
"294","interview wednesday wallingford ct show",2
"295","i think i know i",2
"296","can make feel inferior without",2
"297","feel inferior without consent eleanor",2
"298","inferior without consent eleanor roosevelt",2
"299","make feel inferior without consent",2
"300","i cant wait till i",2
"301","art collaboration god artist less",2
"302","collaboration god artist less artist",2
"303","god artist less artist better",2
"304","wellspent day brings happy sleep",2
"305","follow hope youre entertained read",4
"306","thanks follow hope youre entertained",4
"307","let us know need anything",2
"308","mi run pace minmi ease",2
"309","minmi ease k running app",2
"310","pace minmi ease k running",2
"311","run pace minmi ease k",2
"312","your daily sketch writing inspiration",2
"313","ago galaxy far far away",2
"314","bluefield west virginia weather f",2
"315","weather bluefield west virginia weather",2
"316","old friends meet new ones",2
"317","see old friends meet new",2
"318","i think ill go bed",2
"319","think ill go bed now",2
"320","follow stop kony’s crimes year",2
"321","leadership lra please follow stop",2
"322","lra please follow stop kony’s",2
"323","please follow stop kony’s crimes",2
"324","thanks leadership lra please follow",2
"325","us we want make sure",2
"326","i just want go home",2
"327","also check beautiful universal interconnected",2
"328","check beautiful universal interconnected experience",2
"329","following also check beautiful universal",2
"330","i know im little late",2
"331","exclusive online retailer fabulous canyon",2
"332","online retailer fabulous canyon group",2
"333","retailer fabulous canyon group chenille",2
"334","happy birthday i hope good",2
"335","former nfl star junior seau",2
"336","g o o d n",2
"337","please give us call email",2
"338","coming stage the world famous",2
"339","famous comic strip live nyc",3
"340","stage the world famous comic",2
"341","the world famous comic strip",4
"342","world famous comic strip live",4
"343","thanks following better wine guide",2
"344","onstage the world famous comic",2
"345","i dont think ive ever",2
"346","birthday i love much will",2
"347","i love much will please",2
"348","love much will please follow",2
"349","much will please follow back",2
"350","th birthday i love much",2
"351","today th birthday i love",2
"352","dm ur fans u havent",2
"353","fans u havent seen tweets",2
"354","follow dm i love youu",2
"355","havent seen tweets please follow",2
"356","please follow dm i love",2
"357","seen tweets please follow dm",2
"358","tweeting dm ur fans u",2
"359","tweets please follow dm i",2
"360","u havent seen tweets please",2
"361","ur fans u havent seen",2
"362","you tweeting dm ur fans",2
"363","i dont know i can",7
"364","final top four rankings nfl",2
"365","top four rankings nfl draft",2
"366","im sure i dont think",2
"367","dream never will come true",2
"368","im uruguay dream never will",2
"369","impossible see tweet im uruguay",2
"370","never will come true im",2
"371","see tweet im uruguay dream",2
"372","tweet im uruguay dream never",2
"373","uruguay dream never will come",2
"374","will come true im trust",2
"375","today first day rest life",2
"376","takes courage grow turn really",2
"377","caymus will go good filet",2
"378","go good filet enjoy gentlemen",2
"379","that caymus will go good",2
"380","will go good filet enjoy",2
"381","oh god i look like",2
"382","i cant believe i just",3
"383","amazing kisses im proud simpsonizer",3
"384","can follow please i love",3
"385","change youre amazing kisses im",3
"386","follow please i love su",3
"387","i love su much never",3
"388","love su much never change",3
"389","much never change youre amazing",3
"390","never change youre amazing kisses",3
"391","please i love su much",3
"392","su much never change youre",3
"393","youre amazing kisses im proud",3
"394","girl with the dragon tattoo",2
"395","fire metabolism elite trainer max",2
"396","metabolism elite trainer max the",2
"397","corner universe can certain improving",2
"398","one corner universe can certain",2
"399","universe can certain improving thats",2
"400","can i get good luck",2
"401","i need designated driver any",2
"402","ugh i dont want go",2
"403","feel so close calvin harris",2
"404","we family stories ties bind",2
"405","he seems like nice guy",2
"406","susan g komen race cure",2
"407","chance see tweet im try",2
"408","million chance see tweet im",2
"409","one million chance see tweet",2
"410","please one million chance see",2
"411","see tweet im try love",2
"412","tweet im try love much",2
"413","i just wanted let know",2
"414","cant wait til i get",2
"415","i feel like ive got",2
"416","let know i can help",2
"417","please let know i can",2
"418","now i feel like ive",2
"419","dont let past dictate let",2
"420","let past dictate let part",2
"421","pretty sure i just saw",2
"422","fiction written today herman wouk",2
"423","imaginative fiction written today herman",2
"424","income tax returns imaginative fiction",2
"425","returns imaginative fiction written today",2
"426","tax returns imaginative fiction written",2
"427","us th circuit court appeals",2
"428","god loves us wants us",2
"429","loves us wants us happy",2
"430","proof god loves us wants",2
"431","first thing i thought i",2
"432","add nothing left take away",2
"433","i don’t want give away",2
"434","afghanistan can see light new",3
"435","can see light new day",3
"436","darkness afghanistan can see light",3
"437","predawn darkness afghanistan can see",3
"438","i don’t think i know",2
"439","apply rules top bottom no",2
"440","rules top bottom no bailouts",2
"441","time apply rules top bottom",2
"442","top bottom no bailouts handouts",2
"443","”cm pan press crust using",2
"444","pan press crust using fingers",2
"445","press crust using fingers knuckles",2
"446","springform ”cm pan press crust",2
"447","i didnt feel like i",2
"448","captain america the first avenger",3
"449","at least i don’t think",2
"450","the first thing i noticed",2
"451","baking powder baking soda salt",2
"452","powder baking soda salt nutmeg",2
"453","flour baking powder baking soda",2
"454","together flour baking powder baking",2
"455","you dont know much means",2
"456","council ministers within fifteen days",2
"457","the president republic shall charge",2
"458","cant remember last time i",2
"459","i cant remember last time",3
"460","alcohol hormones – process known",2
"461","altered environmental factors like alcohol",2
"462","environmental factors like alcohol hormones",2
"463","factors like alcohol hormones –",2
"464","genes altered environmental factors like",2
"465","hormones – process known epigenetics",2
"466","like alcohol hormones – process",2
"467","looks genes altered environmental factors",2
"468","test looks genes altered environmental",2
"469","the test looks genes altered",2
"470","john f kennedy international airport",2
"471","get together talk pray youth",2
"472","get tools support ’ve looking",2
"473","group youth pastors get together",2
"474","happens group youth pastors get",2
"475","injected type networking happens group",2
"476","networking happens group youth pastors",2
"477","now get tools support ’ve",2
"478","pastors get together talk pray",2
"479","pastors injected type networking happens",2
"480","pastors understand register now get",2
"481","pray youth pastors understand register",2
"482","register now get tools support",2
"483","talk pray youth pastors understand",2
"484","together talk pray youth pastors",2
"485","type networking happens group youth",2
"486","understand register now get tools",2
"487","youth pastors get together talk",2
"488","youth pastors injected type networking",2
"489","youth pastors understand register now",2
"490","i mentioned last post i",2
"491","things don’t seem going well",2
"492","lake las vegas buckbean brewing",2
"493","las vegas buckbean brewing company",2
"494","the village lake las vegas",2
"495","village lake las vegas buckbean",2
"496","died life now hidden christ",2
"497","for died life now hidden",2
"498","basic program weekend conference the",3
"499","program weekend conference the university",3
"500","weekend conference the university chicago",3
"501","i think i might just",2
"502","im sure im going go",2
"503","i finally got home i",2
"504","i’ve said i’ll say i",2
"505","“ ” subject change removal",2
"506","” subject change removal time",2
"507","advertising fees advertising linking amazoncom",2
"508","advertising linking amazoncom amazonca amazoncouk",2
"509","amazon eu associates programmes designed",2
"510","amazon eu this content provided",2
"511","amazon services llc amazon eu",2
"512","amazon services llc andor amazon",2
"513","amazonca amazoncouk amazonde amazonfr amazonit",2
"514","amazoncom amazonca amazoncouk amazonde amazonfr",2
"515","amazoncouk amazonde amazonfr amazonit amazones",2
"516","amazonde amazonfr amazonit amazones certain",2
"517","amazones certain content appears website",2
"518","amazonfr amazonit amazones certain content",2
"519","amazonit amazones certain content appears",2
"520","andor amazon eu this content",2
"521","appears website comes amazon services",2
"522","associates programmes designed provide means",2
"523","certain content appears website comes",2
"524","comes amazon services llc andor",2
"525","content appears website comes amazon",2
"526","content provided “ ” subject",2
"527","designed provide means sites earn",2
"528","earn advertising fees advertising linking",2
"529","eu associates programmes designed provide",2
"530","eu this content provided “",2
"531","fees advertising linking amazoncom amazonca",2
"532","linking amazoncom amazonca amazoncouk amazonde",2
"533","llc amazon eu associates programmes",2
"534","llc andor amazon eu this",2
"535","means sites earn advertising fees",2
"536","participant amazon services llc amazon",2
"537","programmes designed provide means sites",2
"538","provide means sites earn advertising",2
"539","provided “ ” subject change",2
"540","services llc amazon eu associates",2
"541","services llc andor amazon eu",2
"542","sites earn advertising fees advertising",2
"543","this content provided “ ”",2
"544","website comes amazon services llc",2
"545","someone i dont recognize someone",2
"546","little brown books young readers",2
"547","a couple weeks ago i",3
"548","let rise warm place doubled",3
"549","harry potter deathly hallows part",2
"550","level mastery weapon att minimum",2
"551","mastery weapon att minimum critical",2
"552","weapon att minimum critical damage",2
"553","former house speaker newt gingrich",3
"554","i just want say thank",2
"555","– like working cast crew",2
"556","cast crew onset any good",2
"557","crew onset any good anecdotes",2
"558","director – like working cast",2
"559","like working cast crew onset",2
"560","onboard director – like working",2
"561","working cast crew onset any",2
"562","i decided try recipe instead",2
"563","center chicago public library chicago",2
"564","chicago illinois incorporated item c",3
"565","chicago public library chicago illinois",2
"566","cultural center chicago public library",2
"567","illinois incorporated item c pp",5
"568","the cultural center chicago public",2
"569","su heavenly white papertemptres designer",2
"570","patient protection affordable care act",3
"571","dough lightly floured work surface",2
"572","i havent seen anything like",2
"573","i know will take time",2
"574","us district court northern district",2
"575","the university chicago chicago illinois",2
"576","will celebrate th wedding anniversary",2
"577","allows heat ultraviolet radiation wipe",2
"578","bottle clear water sun six",2
"579","calls leaving transparent plastic bottle",2
"580","cause diarrhea malady kills children",2
"581","clear water sun six hours",2
"582","clear water the solar water",2
"583","diarrhea malady kills children day",2
"584","disinfection method sodis calls leaving",2
"585","easy enough purify clear water",2
"586","enough purify clear water the",2
"587","heat ultraviolet radiation wipe pathogens",2
"588","hours that allows heat ultraviolet",2
"589","leaving transparent plastic bottle clear",2
"590","malady kills children day africa",2
"591","method sodis calls leaving transparent",2
"592","pathogens cause diarrhea malady kills",2
"593","plastic bottle clear water sun",2
"594","purify clear water the solar",2
"595","radiation wipe pathogens cause diarrhea",2
"596","six hours that allows heat",2
"597","sodis calls leaving transparent plastic",2
"598","solar water disinfection method sodis",2
"599","sun six hours that allows",2
"600","that allows heat ultraviolet radiation",2
"601","the solar water disinfection method",2
"602","transparent plastic bottle clear water",2
"603","ultraviolet radiation wipe pathogens cause",2
"604","water disinfection method sodis calls",2
"605","water sun six hours that",2
"606","water the solar water disinfection",2
"607","wipe pathogens cause diarrhea malady",2
"608","level mp cost duration seconds",3
"609","like i said i dont",2
"610","absolutely required national security but",2
"611","but must finish job started",3
"612","day longer absolutely required national",2
"613","finish job started afghanistan end",3
"614","job started afghanistan end war",3
"615","longer absolutely required national security",2
"616","must finish job started afghanistan",3
"617","national security but must finish",2
"618","required national security but must",2
"619","security but must finish job",2
"620","single day longer absolutely required",2
"621","way single day longer absolutely",2
"622","board directors company meeting held",2
"623","exchange board directors company meeting",2
"624","informed exchange board directors company",2
"625","limited informed exchange board directors",2
"626","now i look back i",2
"627","i mentioned previous post i",2
"628","dont know i can get",2
"629","new york mayor michael bloomberg",3
"630","reduce heat low simmer minutes",2
"631","us district judge kate omalley",2
"632","calories g protein g carbohydrate",6
"633","carbohydrate g g saturated mg",4
"634","cholesterol mg sodium g fiber",6
"635","g carbohydrate g g saturated",5
"636","g g saturated mg cholesterol",5
"637","g protein g carbohydrate g",6
"638","g saturated mg cholesterol mg",4
"639","mg cholesterol mg sodium g",4
"640","per serving calories g protein",4
"641","protein g carbohydrate g g",5
"642","saturated mg cholesterol mg sodium",4
"643","serving calories g protein g",4
"644","the city council will consider",2
"645","calories calories percent total calories",2
"646","calories g g saturated g",2
"647","calories percent total calories g",2
"648","carbohydrate g protein g fiber",2
"649","cholesterol g carbohydrate g protein",2
"650","fats mg cholesterol g carbohydrate",2
"651","g carbohydrate g protein g",2
"652","g g saturated g trans",2
"653","g protein g fiber mg",2
"654","g saturated g trans fats",2
"655","g trans fats mg cholesterol",2
"656","mg cholesterol g carbohydrate g",2
"657","percent total calories g g",2
"658","protein g fiber mg sodium",2
"659","saturated g trans fats mg",2
"660","total calories g g saturated",2
"661","trans fats mg cholesterol g",2
"662","– a burglary reported block",2
"663","peg leg hastings lenny henry",2
"664","missouri department elementary secondary education",2
"665","hudson county prosecutor edward defazio",2
"666","the dow jones industrial average",4
"667","the american civil liberties union",2
"668","author the practical nomad how",2
"669","edward hasbrouck industry watcher author",2
"670","hasbrouck industry watcher author the",2
"671","industry lobbying likely little value",2
"672","industry watcher author the practical",2
"673","likely little value says edward",2
"674","little value says edward hasbrouck",2
"675","lobbying likely little value says",2
"676","nomad how travel around world",2
"677","practical nomad how travel around",2
"678","says edward hasbrouck industry watcher",2
"679","some seemingly proconsumer provisions bill",2
"680","the practical nomad how travel",2
"681","value says edward hasbrouck industry",2
"682","watcher author the practical nomad",2
"683","lake oswego public library fourth",2
"684","library fourth st lake oswego",2
"685","oswego public library fourth st",2
"686","public library fourth st lake",2
"687","new jersey gov chris christie",2
"688","if you can get it",2
"689","nice work if you can",2
"690","work if you can get",2
"691","dow jones industrial average rose",2
"692","jones industrial average rose points",2
"693","israeli prime minister benjamin netanyahu",2
"694","university hospitals case medical center",2
"695","cents per share first quarter",2
"696","devon still dt penn state",2
"697","arizona high school sports hall",3
"698","high school sports hall fame",3
"699","the change will take effect",2
"700","new orleans head coach sean",2
"701","orleans head coach sean payton",2
"702","national weather service issued winter",2
"703","the national weather service issued",2
"704","weather service issued winter storm",2
"705","st charles for information contact",2
"706","county executive joseph divincenzo jr",2
"707","executive joseph divincenzo jr said",2
"708","death experience attending funeral sunday",2
"709","mandatory drug treatment nonviolent offenders",2
"710","resolve set mandatory drug treatment",2
"711","set mandatory drug treatment nonviolent",2
"712","i like able fire people",2
"713","knew like worry pinkslipped job",2
"714","short stop w sunset blvd",2
"715","stop w sunset blvd los",2
"716","w sunset blvd los angeles",2
"717","i recognize many americans tired",2
"718","recognize many americans tired war",2
"719","started afghanistan end war responsibly",2
"720","error plus minus percentage points",3
"721","margin error plus minus percentage",3
"722","los angeles memorial coliseum commission",2
"723","authority new york new jersey",2
"724","port authority new york new",2
"725","business network international st charles",3
"726","charles coffee house mcclay road",2
"727","coffee house mcclay road st",2
"728","for information contact joseph ord",2
"729","house mcclay road st peters",2
"730","international st charles west chapter",2
"731","mcclay road st peters for",2
"732","network international st charles west",2
"733","peters for information contact joseph",2
"734","road st peters for information",2
"735","st charles coffee house mcclay",2
"736","st peters for information contact",2
"737","vorys sater seymour pease llp",2
"738","the centers disease control prevention",2
"739","house committee oversight government reform",2
"740","the event free open public",2
"741","minutes remove heat set aside",2
"742","england patriots quarterback tom brady",2
"743","new england patriots quarterback tom",2
"744","cup calories g protein g",2
"745","g saturated cholesterol mg sodium",2
"746","per cup calories g protein",2
"747","saturated cholesterol mg sodium g",2
"748","to reach plain dealer reporter",3
"749","county prosecutor marlene lynch ford",2
"750","ocean county prosecutor marlene lynch",2
"751","prosecutor marlene lynch ford said",2
"752","assistant us attorney antoinette bacon",2
"753","former massachusetts gov mitt romney",2
"754","cuyahoga county commissioner jimmy dimora",3
"755","former cuyahoga county commissioner jimmy",3
"756","federal reserve chairman ben bernanke",2
"757","reserve chairman ben bernanke said",2
"758","change plane restricted roundtrip fares",2
"759","connecting service change plane restricted",2
"760","direct service stop change plane",2
"761","offer connecting service change plane",2
"762","plane restricted roundtrip fares begin",2
"763","service change plane restricted roundtrip",2
"764","azcentralcoms arizona high school sports",2
"765","abroad economic crisis home time",2
"766","as emerge decade conflict abroad",2
"767","conflict abroad economic crisis home",2
"768","decade conflict abroad economic crisis",2
"769","economic crisis home time renew",2
"770","emerge decade conflict abroad economic",2
"771","superior court judge glenn berman",2
"772","share analysts polled thomson reuters",2
"773","national highway traffic safety administration",2
"774","presumptive republican nominee mitt romney",2
"775","institute supply management said tuesday",2
"776","said jefferson county sheriffs capt",2
"777","college courses helped best prepare",2
"778","courses helped best prepare current",2
"779","during high school college courses",2
"780","helped best prepare current position",2
"781","high school college courses helped",2
"782","school college courses helped best",2
"783","michael miller vice president american",2
"784","miller vice president american aviation",2
"785","says michael miller vice president",2
"786","vice president american aviation institute",2
"787","first reported the associated press",2
"788","gov chris christie said today",2
"789","“the girl with dragon tattoo”",2
"790","director new jersey sierra club",2
"791","new jersey sierra club said",2
"792","essex county prosecutor’s office said",2
"793","i dont call pressure i",2
"794","cardinal glennon childrens medical center",2
"795","glennon childrens medical center doctors",2
"796","gov andrew cuomo new york",2
"797","caused gasp air according complaint",2
"798","chokehold caused gasp air according",2
"799","hill pulled sofa dragged toward",2
"800","hill put chokehold caused gasp",2
"801","put chokehold caused gasp air",2
"802","oklahoma state receiver justin blackmon",2
"803","branch library n main st",2
"804","deer run branch library n",2
"805","library n main st ofallon",2
"806","run branch library n main",2
"807","actual deductions start oct along",2
"808","along health benefits contribution hikes",2
"809","deductions start oct along health",2
"810","however actual deductions start oct",2
"811","oct along health benefits contribution",2
"812","pension changes took effect july",2
"813","start oct along health benefits",2
"814","weather service office weldon spring",3
"815","committed suicide jumping george washington",2
"816","suicide jumping george washington bridge",2
"817","announced russia china merely veto",2
"818","china merely veto international actions",2
"819","chooses obama announced russia china",2
"820","client chooses obama announced russia",2
"821","extend protective umbrella whichever murderous",2
"822","international legitimacy nothing allow russia",2
"823","mindless selfsubordination international legitimacy nothing",2
"824","murderous client chooses obama announced",2
"825","obama announced russia china merely",2
"826","our slavish mindless selfsubordination international",2
"827","protective umbrella whichever murderous client",2
"828","russia china merely veto international",2
"829","sanctions military assistance direct intervention",2
"830","selfsubordination international legitimacy nothing allow",2
"831","slavish mindless selfsubordination international legitimacy",2
"832","umbrella whichever murderous client chooses",2
"833","whichever murderous client chooses obama",2
"834","averaging points rebounds per game",2
"835","county executive charlie a dooley",2
"836","hours pm sunday thursday pm",2
"837","pm sunday thursday pm friday",2
"838","sunday thursday pm friday saturday",2
"839","sales rose percent million million",2
"840","secretary state hillary rodham clinton",2
"841","newark archbishop john j myers",2
"842","national weather service office weldon",2
"843","rock roll hall fame induction",2
"844","said rep tom price rga",2
"845","response register public records request",2
"846","cash squarefoot home pool built",2
"847","paid cash squarefoot home pool",2
"848","the institute supply management said",2
"849","economy accelerate government foot brake",2
"850","hard economy accelerate government foot",2
"851","its hard economy accelerate government",2
"852","joel naroff president naroff economic",2
"853","naroff president naroff economic advisors",2
"854","we need talk about kevin",2
"855","see light new day horizon",2
"856","traveled decade dark cloud war",2
"857","net income million per share",2
"858","i just tried keep ball",2
"859","bogey hills country club country",2
"860","club country club road st",2
"861","country club country club road",2
"862","country club road st charles",2
"863","hills country club country club",2
"864","died thursday dove funeral home",2
"865","orlando died thursday dove funeral",2
"866","thursday dove funeral home orlando",2
"867","total offense yards per game",2
"868","cuyahoga county executive ed fitzgerald",2
"869","i think boy i think",2
"870","think boy i think kids",2
"871","advancing issues outnumbered decliners new",2
"872","decliners new york stock exchange",2
"873","exchange volume came million shares",2
"874","issues outnumbered decliners new york",2
"875","new york stock exchange volume",2
"876","outnumbered decliners new york stock",2
"877","stock exchange volume came million",2
"878","york stock exchange volume came",2
"879","saturday night mostly clear low",2
"880","difficult estimate variables include type",2
"881","estimate variables include type food",2
"882","vary difficult estimate variables include",2
"883","county prosecutor bruce kaplan said",2
"884","middlesex county prosecutor bruce kaplan",2
"885","th us circuit court appeals",2
"886","south korean president lee myungbak",2
"887","sen dianne feinstein dcalif rep",2
"888","said agents executed search warrant",2
"889","the girl with dragon tattoo",2
"890","the levees built s s",2
"891","anniversary killing osama bin laden",2
"892","oneyear anniversary killing osama bin",2
"893","life prison without possibility parole",2
"894","us treasury secretary timothy geithner",2
"895","hearts prayers go family friends",2
"896","diego state running back ronnie",2
"897","san diego state running back",2
