"","name","count"
"460","leaving",227
"461","mention",241
"462","ahead",244
"463","fine",355
"464","horrible",84
"465","saying",598
"466","truth",287
"467","big",1536
"468","chest",78
"469","collins",48
"470","looked",381
"471","might",1112
"472","problems",304
"473","serious",271
"474","always",1675
"475","drops",65
"476","knowledge",164
"477","she",1340
"478","topic",113
"479","heart",665
"480","jumped",69
"481","avengers",81
"482","awake",56
"483","pray",99
"484","stay",615
"485","either",523
"486","way",2784
"487","whether",557
"488","didnt",1313
"489","game",1780
"490","hand",495
"491","help",1421
"492","pass",318
"493","penalty",72
"494","wanna",367
"495","checking",109
"496","tho",126
"497","wed",123
"498","wish",644
"499","anyway",264
"500","does",180
"501","exist",99
"502","hug",60
"503","kiss",99
"504","score",155
"505","settle",72
"506","touch",235
"507","bed",419
"508","cleaning",105
"509","days",1321
"510","drag",43
"511","lets",581
"512","basketball",178
"513","charge",184
"514","drew",102
"515","fired",89
"516","played",453
"517","keeping",217
"518","tough",238
"519","thinking",560
"520","dropped",165
"521","hearing",259
"522","dreams",171
"523","hard",960
"524","practice",317
"525","begins",121
"526","blue",325
"527","cheese",227
"528","denver",149
"529","dip",48
"530","promo",35
"531","spending",258
"532","successful",189
"533","thx",118
"534","tour",237
"535","album",226
"536","birds",123
"537","expectations",91
"538","holy",186
"539","nice",971
"540","zero",63
"541","bill",446
"542","gov",139
"543","hahahaha",49
"544","jobs",404
"545","latest",193
"546","plan",610
"547","poll",65
"548","sent",304
"549","luv",52
"550","flip",47
"551","mike",232
"552","replacement",39
"553","side",677
"554","beautiful",678
"555","dallas",102
"556","printing",37
"557","select",64
"558","lights",115
"559","pink",149
"560","red",515
"561","walls",106
"562","point",957
"563","previously",104
"564","stop",786
"565","written",291
"566","lmao",64
"567","showed",228
"568","capital",131
"569","company",704
"570","immediate",61
"571","investors",101
"572","private",261
"573","title",233
"574","any",204
"575","ipad",119
"576","seen",675
"577","with",603
"578","empty",108
"579","creation",91
"580","met",328
"581","lovely",231
"582","safe",292
"583","expect",258
"584","interview",270
"585","where",311
"586","create",369
"587","fascinating",47
"588","idea",719
"589","learn",408
"590","truly",266
"591","count",207
"592","late",592
"593","charlotte",46
"594","fighting",136
"595","rainy",55
"596","class",664
"597","reason",477
"598","smart",170
"599","teach",148
"600","instagram",48
"601","sucks",145
"602","killing",158
"603","concerts",39
"604","concept",104
"605","flu",38
"606","giving",411
"607","health",552
"608","healthy",206
"609","promoting",43
"610","within",413
"611","ate",105
"612","cream",246
"613","eat",461
"614","ice",241
"615","visit",386
"616","cases",185
"617","music",953
"618","problem",550
"619","acting",117
"620","child",475
"621","person",779
"622","tyler",51
"623","type",235
"624","your",494
"625","inspiration",118
"626","stories",302
"627","teacher",237
"628","teachers",230
"629","they",1618
"630","told",1034
"631","werent",129
"632","artist",162
"633","registration",66
"634","cold",357
"635","shirt",137
"636","finally",592
"637","all",822
"638","posts",163
"639","star",268
"640","force",268
"641","tried",457
"642","and",3045
"643","attempt",158
"644","bar",348
"645","hrs",49
"646","left",1128
"647","outside",531
"648","shot",376
"649","someone",1080
"650","town",415
"651","but",3217
"652","natural",247
"653","seems",567
"654","spirit",193
"655","congrats",292
"656","jealous",98
"657","month",711
"658","months",697
"659","naturally",52
"660","bring",605
"661","did",290
"662","bro",187
"663","means",535
"664","are",401
"665","friend",729
"666","friends",1051
"667","only",264
"668","those",239
"669","coming",939
"670","details",287
"671","march",442
"672","mark",296
"673","anybody",122
"674","extremely",157
"675","faith",207
"676","feeling",475
"677","humanity",57
"678","link",255
"679","major",417
"680","politics",141
"681","restore",36
"682","listen",271
"683","diego",130
"684","halloween",75
"685","safety",240
"686","san",465
"687","tips",125
"688","car",652
"689","focus",268
"690","ford",102
"691","gotta",305
"692","excellent",168
"693","list",556
"694","conference",374
"695","preparing",68
"696","ceo",97
"697","listening",275
"698","speak",255
"699","tom",194
"700","administration",154
"701","bush",86
"702","dean",54
"703","george",195
"704","john",537
"705","says",1424
"706","abuse",93
"707","achieve",88
"708","patient",103
"709","speaking",181
"710","takes",414
"711","vulnerable",37
"712","australia",57
"713","save",313
"714","ahh",35
"715","hang",165
"716","till",219
"717","collaboration",46
"718","conflict",61
"719","culture",164
"720","foster",64
"721","hence",47
"722","totally",281
"723","business",890
"724","rumors",36
"725","unless",223
"726","have",494
"727","east",322
"728","tech",123
"729","add",587
"730","moment",468
"731","photos",262
"732","yea",158
"733","dear",225
"734","fellow",164
"735","ago",810
"736","arrived",185
"737","was",173
"738","email",455
"739","invite",63
"740","meal",146
"741","plz",52
"742","tweet",508
"743","beach",293
"744","note",251
"745","choose",244
"746","factory",59
"747","legend",51
"748","print",117
"749","records",225
"750","tony",117
"751","wilson",79
"752","delay",51
"753","delayed",40
"754","due",340
"755","fantasy",90
"756","fixed",91
"757","issues",365
"758","launch",99
"759","working",922
"760","employees",246
"761","employers",64
"762","laws",127
"763","required",187
"764","rights",261
"765","dead",330
"766","die",255
"767","wants",444
"768","bday",92
"769","destination",48
"770","mind",680
"771","party",721
"772","row",115
"773","train",161
"774","engaged",57
"775","gods",77
"776","screaming",44
"777","towards",137
"778","welcome",443
"779","assuming",39
"780","christian",162
"781","christmas",403
"782","far",819
"783","merry",65
"784","religious",109
"785","blessing",47
"786","board",522
"787","fam",45
"788","grade",142
"789","hair",381
"790","measured",39
"791","brother",247
"792","hanging",123
"793","home",1973
"794","staying",97
"795","audience",171
"796","silly",84
"797","record",410
"798","nyc",159
"799","activity",153
"800","refer",53
"801","relationship",263
"802","term",207
"803","followers",282
"804","please",990
"805","reached",162
"806","sexy",154
"807","answer",341
"808","ever",1271
"809","everybody",235
"810","famous",168
"811","wealthy",41
"812","playing",625
"813","aint",200
"814","lives",385
"815","dumb",97
"816","tops",38
"817","combined",95
"818","games",666
"819","million",898
"820","leaves",190
"821","mama",66
"822","truck",115
"823","broke",176
"824","paul",319
"825","dance",279
"826","father",337
"827","shouldnt",120
"828","trying",887
"829","fabulous",84
"830","high",1114
"831","address",191
"832","run",936
"833","adds",74
"834","apple",197
"835","prices",230
"836","value",243
"837","blog",672
"838","decided",465
"839","enjoyed",188
"840","feature",151
"841","growth",204
"842","tuned",102
"843","website",316
"844","bath",59
"845","feel",1464
"846","hip",56
"847","painful",45
"848","scared",123
"849","accept",117
"850","darkness",50
"851","dogs",163
"852","logical",34
"853","once",191
"854","already",984
"855","boy",394
"856","atlanta",108
"857","chapter",114
"858","congratulations",107
"859","grad",39
"860","winning",226
"861","based",372
"862","dies",51
"863","restrictions",33
"864","punk",45
"865","event",507
"866","won",406
"867","august",161
"868","county",855
"869","favor",95
"870","checks",49
"871","given",505
"872","hung",41
"873","persons",47
"874","visited",81
"875","grandma",56
"876","letting",94
"877","show",1550
"878","driving",266
"879","money",967
"880","nuts",71
"881","paid",274
"882","portion",81
"883","taxes",189
"884","commission",160
"885","our",448
"886","shared",131
"887","hear",660
"888","praying",59
"889","recovery",90
"890","whats",682
"891","goin",65
"892","goodnight",60
"893","concert",187
"894","tickets",264
"895","wasted",41
"896","bridge",152
"897","control",371
"898","jimmy",59
"899","taco",44
"900","bout",174
"901","institute",103
"902","leadership",151
"903","change",769
"904","quick",239
"905","playoffs",125
"906","round",327
"907","sad",304
"908","brown",370
"909","children",713
"910","climate",53
"911","colorado",124
"912","leads",135
"913","ted",61
"914","mrs",79
"915","face",625
"916","punch",77
"917","character",293
"918","boyfriend",116
"919","neither",136
"920","player",324
"921","players",401
"922","closely",60
"923","joke",121
"924","wasnt",490
"925","beginning",246
"926","missed",283
"927","treat",127
"928","sick",245
"929","bake",86
"930","wake",165
"931","kinds",93
"932","sometimes",586
"933","three",1436
"934","sound",357
"935","true",674
"936","client",117
"937","management",169
"938","role",300
"939","draft",212
"940","expert",86
"941","area",602
"942","iphone",131
"943","separate",116
"944","bet",172
"945","man",1489
"946","martin",154
"947","sir",117
"948","voting",82
"949","calm",62
"950","living",491
"951","stand",344
"952","guns",62
"953","hour",486
"954","whos",230
"955","laura",41
"956","wonderful",363
"957","comedy",112
"958","hollywood",102
"959","west",430
"960","spring",446
"961","opposed",67
"962","wouldnt",320
"963","believing",37
"964","bell",96
"965","benefit",157
"966","collected",64
"967","financial",266
"968","beat",297
"969","meet",533
"970","fair",231
"971","lovers",47
"972","national",612
"973","order",528
"974","pizza",167
"975","share",544
"976","were",412
"977","random",114
"978","users",113
"979","isnt",551
"980","popular",221
"981","allow",236
"982","supposed",254
"983","trust",255
"984","btw",70
"985","soo",75
"986","thursday",510
"987","walk",414
"988","hours",738
"989","presents",55
"990","presentation",88
"991","whole",636
"992","dan",118
"993","expansion",36
"994","name",727
"995","idol",48
"996","joan",35
"997","forgive",64
"998","judge",246
"999","author",208
"1000","lists",62
"1001","autism",57
"1002","packing",43
"1003","matters",130
"1004","kentucky",72
"1005","saturday",646
"1006","honored",56
"1007","california",287
"1008","headed",179
"1009","owners",124
"1010","roger",53
"1011","union",217
"1012","him",104
"1013","his",578
"1014","perfect",503
"1015","timing",53
"1016","dream",292
"1017","shower",100
"1018","wet",86
"1019","finger",69
"1020","giants",116
"1021","super",374
"1022","action",345
"1023","house",1156
"1024","sis",42
"1025","doors",125
"1026","rage",47
"1027","whenever",111
"1028","clue",52
"1029","falling",122
"1030","stone",119
"1031","wade",35
"1032","jacket",49
"1033","ring",124
"1034","wearing",243
"1035","clerk",35
"1036","deputy",56
"1037","duties",40
"1038","recall",70
"1039","upcoming",92
"1040","hat",76
"1041","keep",1272
"1042","since",1487
"1043","worn",45
"1044","wisconsin",80
"1045","body",513
"1046","soul",181
"1047","wisdom",70
"1048","ear",76
"1049","someones",51
"1050","afraid",171
"1051","powerful",149
"1052","shelter",51
"1053","stranger",40
"1054","suppose",83
"1055","anthony",71
"1056","seat",170
"1057","sold",230
"1058","fall",487
"1059","husband",296
"1060","disappointed",80
"1061","store",411
"1062","very",187
"1063","went",1040
"1064","lmfao",37
"1065","ban",65
"1066","impossible",128
"1067","internet",264
"1068","luck",343
"1069","message",261
"1070","rick",83
"1071","santorum",70
"1072","coffee",351
"1073","january",201
"1074","open",818
"1075","semester",59
"1076","effort",257
"1077","nope",67
"1078","ruin",44
"1079","“we",96
"1080","approximately",43
"1081","thoughts",259
"1082","broken",144
"1083","contacted",38
"1084","picking",93
"1085","eve",83
"1086","moms",113
"1087","sadly",75
"1088","arrested",166
"1089","eyes",409
"1090","hes",850
"1091","mothers",284
"1092","football",292
"1093","doll",35
"1094","honesty",37
"1095","ordinary",54
"1096","strange",117
"1097","direct",127
"1098","wat",43
"1099","billy",55
"1100","ocean",101
"1101","finals",89
"1102","media",469
"1103","office",684
"1104","sites",142
"1105","social",506
"1106","students",658
"1107","andrew",84
"1108","non",36
"1109","seattle",158
"1110","split",75
"1111","baseball",190
"1112","foot",192
"1113","room",792
"1114","central",221
"1115","hotel",224
"1116","posted",196
"1117","abt",35
"1118","church",381
"1119","cousin",83
"1120","meant",191
"1121","pandora",34
"1122","amazing",691
"1123","cafe",79
"1124","bitter",54
"1125","excited",607
"1126","holidays",81
"1127","mexican",80
"1128","ball",372
"1129","give",1202
"1130","jesus",273
"1131","nights",197
"1132","nite",65
"1133","becoming",144
"1134","lifetime",59
"1135","mobile",144
"1136","orlando",69
"1137","sense",436
"1138","sixth",78
"1139","anything",886
"1140","cried",56
"1141","knee",85
"1142","words",560
"1143","entertaining",52
"1144","swear",83
"1145","cat",150
"1146","laid",87
"1147","lap",41
"1148","light",477
"1149","rail",52
"1150","sitting",281
"1151","waiting",375
"1152","xoxo",45
"1153","banana",38
"1154","flies",47
"1155","fruit",145
"1156","eric",94
"1157","park",512
"1158","south",468
"1159","breathe",54
"1160","enough",1026
"1161","talk",745
"1162","gave",482
"1163","bringing",155
"1164","farm",131
"1165","loans",80
"1166","offers",163
"1167","student",279
"1168","wind",153
"1169","wit",130
"1170","acts",81
"1171","different",824
"1172","moving",339
"1173","previous",190
"1174","somewhere",158
"1175","companies",334
"1176","key",307
"1177","though",1202
"1178","who",447
"1179","film",557
"1180","hawaii",45
"1181","creative",174
"1182","fix",132
"1183","pick",414
"1184","tales",47
"1185","tall",92
"1186","credit",256
"1187","ppl",122
"1188","return",328
"1189","carl",36
"1190","creatures",39
"1191","small",781
"1192","puts",83
"1193","whoever",41
"1194","grass",85
"1195","listened",69
"1196","judging",43
"1197","hands",336
"1198","having",111
"1199","place",1329
"1200","prayer",78
"1201","specific",147
"1202","air",387
"1203","discount",56
"1204","jordan",85
"1205","helping",171
"1206","project",532
"1207","minute",246
"1208","anna",46
"1209","boston",162
"1210","grandmother",48
"1211","irish",106
"1212","italian",104
"1213","both",191
"1214","georgia",54
"1215","tours",35
"1216","angel",78
"1217","devil",41
"1218","heaven",109
"1219","likes",171
"1220","study",286
"1221","tests",90
"1222","smith",188
"1223","expression",51
"1224","nbc",37
"1225","forever",242
"1226","memories",127
"1227","committee",227
"1228","front",482
"1229","presenting",41
"1230","apply",120
"1231","blogs",106
"1232","news",718
"1233","press",283
"1234","site",398
"1235","putting",222
"1236","mixing",41
"1237","station",209
"1238","heat",337
"1239","nick",94
"1240","emails",88
"1241","nonprofit",82
"1242","organizations",94
"1243","partner",134
"1244","sign",323
"1245","chicago",365
"1246","making",965
"1247","needed",470
"1248","progress",150
"1249","chicken",227
"1250","fried",66
"1251","honest",128
"1252","ranch",54
"1253","sauce",177
"1254","off",99
"1255","presidents",51
"1256","workshop",71
"1257","roll",178
"1258","bears",102
"1259","chill",64
"1260","owner",170
"1261","base",236
"1262","number",588
"1263","system",528
"1264","wont",531
"1265","else",631
"1266","receive",223
"1267","ending",103
"1268","terrible",106
"1269","drinks",115
"1270","pool",158
"1271","fever",39
"1272","test",295
"1273","shift",89
"1274","follows",108
"1275","links",88
"1276","orange",219
"1277","most",235
"1278","ticket",174
"1279","worked",410
"1280","size",251
"1281","unique",135
"1282","men",536
"1283","straight",261
"1284","been",72
"1285","together",799
"1286","episode",163
"1287","box",266
"1288","lazy",81
"1289","block",208
"1290","machine",132
"1291","woman",502
"1292","daughters",83
"1293","promised",74
"1294","sister",257
"1295","tree",236
"1296","announced",203
"1297","deep",298
"1298","yesterday",346
"1299","black",657
"1300","drama",139
"1301","advertising",93
"1302","costs",215
"1303","exposure",52
"1304","sell",213
"1305","using",678
"1306","systems",135
"1307","pics",121
"1308","after",677
"1309","sacrifice",73
"1310","willing",181
"1311","song",491
"1312","allegations",59
"1313","brian",128
"1314","conduct",71
"1315","former",558
"1316","independent",143
"1317","investigation",169
"1318","personal",353
"1319","releases",49
"1320","results",233
"1321","break",451
"1322","legs",104
"1323","crossing",42
"1324","fingers",100
"1325","actress",65
"1326","another",1587
"1327","huge",352
"1328","regarding",81
"1329","ryan",176
"1330","script",48
"1331","less",726
"1332","lonely",55
"1333","slowly",109
"1334","nathan",37
"1335","sharing",208
"1336","heres",203
"1337","near",434
"1338","prospects",39
"1339","april",506
"1340","added",401
"1341","chat",96
"1342","connect",89
"1343","doesnt",861
"1344","head",778
"1345","hide",91
"1346","hunting",57
"1347","watched",218
"1348","andy",56
"1349","johnson",157
"1350","studio",144
"1351","tune",94
"1352","group",752
"1353","organization",172
"1354","provide",305
"1355","forgot",130
"1356","attending",80
"1357","lady",240
"1358","said",7674
"1359","somebody",134
"1360","usually",324
"1361","seem",379
"1362","half",640
"1363","farmers",82
"1364","intense",80
"1365","annual",221
"1366","fest",50
"1367","officially",139
"1368","interesting",390
"1369","sum",55
"1370","dinner",447
"1371","spend",330
"1372","kno",38
"1373","producers",47
"1374","shout",132
"1375","uncle",59
"1376","mine",289
"1377","son",387
"1378","desire",120
"1379","review",259
"1380","happily",57
"1381","designer",74
"1382","taylor",117
"1383","wonder",299
"1384","underground",38
"1385","plane",122
"1386","ride",213
"1387","fourth",176
"1388","level",370
"1389","read",949
"1390","reading",537
"1391","couple",564
"1392","desk",97
"1393","elizabeth",72
"1394","figure",263
"1395","breeze",34
"1396","shade",36
"1397","let",1233
"1398","florida",196
"1399","ginger",48
"1400","ground",264
"1401","ballot",54
"1402","district",451
"1403","vote",343
"1404","hahaha",153
"1405","milwaukee",86
"1406","nov",88
"1407","stage",256
"1408","kate",55
"1409","points",455
"1410","characters",231
"1411","from",305
"1412","simon",47
"1413","page",349
"1414","related",163
"1415","theatre",110
"1416","about",214
"1417","knocked",51
"1418","reply",81
"1419","understand",454
"1420","waste",105
"1421","hitting",131
"1422","thunder",64
"1423","including",747
"1424","kings",84
"1425","rangers",85
"1426","dig",81
"1427","easy",507
"1428","process",405
"1429","ridiculous",61
"1430","blocked",45
"1431","quarter",231
"1432","shots",167
"1433","improve",123
"1434","others",693
"1435","prevent",114
"1436","situation",226
"1437","bike",148
"1438","died",308
"1439","pants",116
"1440","riding",108
"1441","self",181
"1442","yoga",60
"1443","complete",260
"1444","hoping",215
"1445","mile",146
"1446","turkey",90
"1447","data",274
"1448","divide",39
"1449","equal",82
"1450","find",1384
"1451","groups",220
"1452","sets",106
"1453","perhaps",325
"1454","punishment",44
"1455","supported",67
"1456","contest",130
"1457","each",135
"1458","excitement",54
"1459","sponsors",46
"1460","heading",185
"1461","join",322
"1462","lounge",64
"1463","enter",150
"1464","google",223
"1465","main",268
"1466","calling",229
"1467","confirm",37
"1468","magazine",167
"1469","readers",175
"1470","sources",84
"1471","downtown",220
"1472","heads",134
"1473","drink",298
"1474","guests",86
"1475","invited",104
"1476","owns",59
"1477","duck",63
"1478","fear",183
"1479","netflix",43
"1480","background",143
"1481","oklahoma",48
"1482","wrong",478
"1483","addition",152
"1484","grow",218
"1485","job",900
"1486","fail",104
"1487","goes",472
"1488","insurance",208
"1489","arm",82
"1490","cup",276
"1491","egg",111
"1492","fresh",281
"1493","juice",112
"1494","lemon",75
"1495","mayo",38
"1496","oil",332
"1497","salt",184
"1498","options",141
"1499","jazz",107
"1500","band",326
"1501","twist",60
"1502","degree",146
"1503","kids",836
"1504","parents",475
"1505","works",444
"1506","blessings",43
"1507","peace",216
"1508","request",111
"1509","visual",63
"1510","candidate",119
"1511","seriously",320
"1512","dope",42
"1513","austin",190
"1514","followed",259
"1515","award",175
"1516","web",170
"1517","loves",201
"1518","awful",71
"1519","indeed",180
"1520","matt",143
"1521","dvd",48
"1522","released",287
"1523","would",160
"1524","classic",162
"1525","radio",219
"1526","sport",85
"1527","theyre",583
"1528","online",443
"1529","worker",60
"1530","doctors",131
"1531","magazines",63
"1532","phones",79
"1533","defend",52
"1534","zimmerman",43
"1535","robert",199
"1536","squad",47
"1537","baltimore",146
"1538","felt",427
"1539","eagles",36
"1540","picks",88
"1541","six",479
"1542","behind",512
"1543","sentence",76
"1544","final",471
"1545","homework",88
"1546","weeks",684
"1547","american",627
"1548","giant",120
"1549","hidden",70
"1550","pile",45
"1551","alright",90
"1552","came",978
"1553","door",374
"1554","interested",242
"1555","louisville",40
"1556","rest",482
"1557","rules",227
"1558","tells",148
"1559","wood",135
"1560","fiction",106
"1561","originally",104
"1562","published",147
"1563","dog",314
"1564","certified",43
"1565","fact",682
"1566","farms",42
"1567","oldest",63
"1568","organic",74
"1569","reminder",57
"1570","serving",168
"1571","wine",351
"1572","commitment",84
"1573","waves",63
"1574","heck",62
"1575","walmart",55
"1576","moves",122
"1577","noticed",140
"1578","showing",187
"1579","spin",36
"1580","family",1257
"1581","mad",208
"1582","bunch",130
"1583","past",749
"1584","thru",73
"1585","tweets",234
"1586","delicious",161
"1587","along",734
"1588","ben",111
"1589","bitch",49
"1590","whatever",320
"1591","blessed",108
"1592","boring",95
"1593","grades",40
"1594","history",511
"1595","library",251
"1596","paper",403
"1597","write",414
"1598","advice",165
"1599","designers",46
"1600","developers",42
"1601","hawks",43
"1602","drive",403
"1603","plaza",50
"1604","season",1072
"1605","should",141
"1606","clean",257
"1607","millions",117
"1608","plans",373
"1609","passed",296
"1610","rush",98
"1611","bob",122
"1612","hell",103
"1613","marcus",39
"1614","paying",140
"1615","finishing",88
"1616","weight",229
"1617","word",559
"1618","locker",44
"1619","bucks",71
"1620","clear",378
"1621","sky",111
"1622","allen",101
"1623","ask",580
"1624","draw",137
"1625","peyton",46
"1626","rain",271
"1627","center",676
"1628","spent",420
"1629","education",346
"1630","third",471
"1631","writes",68
"1632","considered",192
"1633","alive",154
"1634","knows",328
"1635","pain",235
"1636","actor",78
"1637","concerned",140
"1638","version",242
"1639","blast",92
